Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
185,2,2015-03-17,8607,572,1,1,0,0
185,6,2015-02-07,6198,507,1,0,0,0
185,6,2013-03-02,6283,503,1,0,0,0
185,6,2013-08-24,5149,409,1,0,0,0
185,2,2014-07-15,8131,555,1,1,0,1
185,4,2013-06-27,6097,464,1,0,0,1
185,4,2013-06-13,5808,473,1,0,0,0
186,4,2013-06-13,2812,303,1,0,0,0
186,6,2015-04-25,3497,373,1,0,0,0
186,2,2014-04-22,3011,357,1,0,0,1
186,4,2013-04-11,3621,337,1,1,0,0
186,6,2013-06-22,3461,379,1,0,0,0
186,4,2015-05-14,0,0,0,0,a,0
186,7,2015-06-07,0,0,0,0,0,0
186,1,2015-04-13,5808,486,1,1,0,0
186,1,2014-03-10,3150,362,1,0,0,0
186,6,2013-09-14,3328,344,1,0,0,0
186,1,2015-06-22,3771,340,1,0,0,0
186,4,2013-04-04,3024,332,1,0,0,1
186,3,2013-08-07,3036,308,1,0,0,1
186,1,2013-04-29,5334,470,1,1,0,0
186,6,2013-06-08,3197,352,1,0,0,0
186,5,2014-02-28,3568,382,1,0,0,0
186,1,2014-05-19,4421,431,1,1,0,0
186,3,2013-05-01,0,0,0,1,a,0
186,2,2014-06-24,2695,287,1,0,0,0
186,6,2013-08-10,3461,389,1,0,0,0
186,3,2014-02-12,2450,289,1,0,0,0
186,2,2013-02-05,4309,380,1,1,0,0
186,7,2013-11-24,0,0,0,0,0,0
186,4,2014-04-17,5119,512,1,1,0,1
186,7,2013-06-16,0,0,0,0,0,0
186,3,2013-11-20,4068,398,1,1,0,0
186,7,2014-01-12,0,0,0,0,0,0
186,6,2014-01-25,3562,405,1,0,0,0
186,2,2013-02-26,2351,248,1,0,0,0
186,6,2015-02-07,4267,399,1,0,0,0
186,2,2013-10-15,2648,296,1,0,0,0
186,4,2013-06-27,2711,330,1,0,0,0
186,4,2015-02-26,2875,305,1,0,0,0
186,4,2015-04-02,4431,400,1,1,0,1
186,1,2014-02-10,3117,352,1,0,0,0
186,4,2013-12-26,0,0,0,0,c,1
186,3,2014-06-11,2724,306,1,0,0,1
186,2,2013-02-12,2037,246,1,0,0,1
186,7,2013-03-17,0,0,0,0,0,0
186,4,2013-03-14,2904,292,1,0,0,0
186,1,2013-12-02,6493,560,1,1,0,0
186,3,2014-01-22,3781,389,1,1,0,0
186,2,2015-05-26,3879,369,1,0,0,1
186,7,2014-04-13,0,0,0,0,0,0
186,1,2013-01-14,2997,330,1,0,0,0
186,3,2013-01-02,3349,366,1,0,0,1
186,7,2013-02-03,0,0,0,0,0,0
186,2,2015-01-13,4440,421,1,1,0,0
186,4,2013-05-30,0,0,0,1,a,1
186,5,2013-01-04,3275,360,1,0,0,1
187,7,2014-08-31,0,0,0,0,0,0
187,2,2013-12-24,5741,648,1,0,0,1
187,1,2013-04-01,0,0,0,0,b,1
187,5,2014-07-25,5340,727,1,0,0,1
187,3,2015-07-01,7574,798,1,1,0,0
187,1,2014-02-24,5388,730,1,0,0,0
187,1,2013-07-29,9602,1002,1,1,0,1
187,2,2013-04-30,9177,1084,1,1,0,0
187,3,2015-07-08,5246,637,1,0,0,0
187,1,2013-03-04,8946,966,1,1,0,0
187,7,2014-12-28,0,0,0,0,0,0
187,2,2014-06-03,8144,989,1,1,0,0
187,6,2013-10-19,3717,476,1,0,0,0
187,5,2015-05-29,7956,939,1,0,0,0
187,1,2015-02-23,5013,684,1,0,0,0
187,3,2014-11-12,5847,739,1,1,0,0
187,3,2015-04-15,6000,723,1,1,0,1
187,2,2014-01-28,5980,786,1,0,0,0
187,6,2013-12-07,5371,609,1,0,0,0
187,1,2014-08-04,8697,903,1,1,0,1
187,6,2014-11-29,6786,730,1,0,0,0
187,4,2014-12-25,0,0,0,0,c,1
187,1,2013-05-06,5593,796,1,0,0,0
187,1,2014-09-15,7434,904,1,1,0,0
187,1,2015-05-25,0,0,0,0,a,0
187,5,2013-02-08,7418,903,1,1,0,0
187,3,2013-01-09,5458,625,1,1,0,0
187,5,2014-01-10,6849,878,1,1,0,0
187,6,2013-01-05,3427,443,1,0,0,0
187,5,2013-05-03,7491,970,1,1,0,0
187,6,2015-03-14,4091,460,1,0,0,0
187,6,2014-09-06,4476,588,1,0,0,0
187,3,2015-05-06,6636,826,1,1,0,0
187,6,2013-06-08,3721,555,1,0,0,0
187,7,2013-10-20,0,0,0,0,0,0
187,1,2015-06-22,5378,717,1,0,0,0
187,2,2014-03-18,7656,914,1,1,0,0
187,6,2014-07-19,3880,491,1,0,0,0
187,5,2014-06-06,7257,918,1,1,0,0
187,2,2013-01-15,5390,742,1,0,0,0
187,2,2013-08-27,7627,944,1,1,0,0
187,7,2015-04-26,0,0,0,0,0,0
187,6,2014-01-25,3679,409,1,0,0,0
187,2,2015-03-17,7685,952,1,1,0,0
187,6,2015-02-07,4203,499,1,0,0,0
187,6,2013-03-02,4133,535,1,0,0,0
187,6,2013-08-24,3735,506,1,0,0,0
187,2,2014-07-15,7724,943,1,1,0,1
187,4,2013-06-27,5745,681,1,0,0,1
187,4,2013-06-13,4616,729,1,0,0,0
188,7,2014-08-31,0,0,0,0,0,0
188,2,2013-12-24,3384,303,1,0,0,1
188,1,2013-04-01,0,0,0,0,b,1
188,5,2014-07-25,4554,399,1,0,0,0
188,3,2015-07-01,6310,451,1,1,0,0
188,1,2014-02-24,2758,308,1,0,0,0
188,1,2013-07-29,8231,610,1,1,0,1
188,2,2013-04-30,8002,604,1,1,0,0
188,3,2015-07-08,4375,434,1,0,0,0
188,1,2013-03-04,7357,559,1,1,0,0
188,7,2014-12-28,0,0,0,0,0,0
188,2,2014-06-03,5851,455,1,1,0,0
188,6,2013-10-19,3324,390,1,0,0,0
188,5,2015-05-29,5234,429,1,0,0,0
188,1,2015-02-23,3642,349,1,0,0,0
188,3,2014-11-12,4456,410,1,1,0,0
188,3,2015-04-15,4569,362,1,1,0,0
188,2,2014-01-28,3456,339,1,0,0,0
188,6,2013-12-07,4597,455,1,0,0,0
188,1,2014-08-04,7932,569,1,1,0,1
188,6,2014-11-29,6203,615,1,0,0,0
188,4,2014-12-25,0,0,0,0,c,1
188,1,2013-05-06,3431,339,1,0,0,0
188,1,2014-09-15,6362,525,1,1,0,0
188,1,2015-05-25,0,0,0,0,a,0
188,5,2013-02-08,4775,421,1,1,0,0
188,3,2013-01-09,5188,417,1,1,0,0
188,5,2014-01-10,5211,466,1,1,0,0
188,6,2013-01-05,4339,442,1,0,0,0
188,5,2013-05-03,5248,472,1,1,0,0
188,6,2015-03-14,4720,438,1,0,0,0
188,6,2014-09-06,4101,413,1,0,0,0
188,3,2015-05-06,5385,439,1,1,0,0
188,6,2013-06-08,3734,361,1,0,0,0
188,7,2013-10-20,0,0,0,0,0,0
188,1,2015-06-22,3754,357,1,0,0,0
188,2,2014-03-18,5603,448,1,1,0,0
188,6,2014-07-19,3801,340,1,0,0,0
188,5,2014-06-06,5185,445,1,1,0,0
188,2,2013-01-15,2965,273,1,0,0,0
188,2,2013-08-27,5584,467,1,1,0,0
188,7,2015-04-26,0,0,0,0,0,0
188,6,2014-01-25,4411,438,1,0,0,0
188,2,2015-03-17,5330,449,1,1,0,0
188,6,2015-02-07,4937,475,1,0,0,0
188,6,2013-03-02,4547,453,1,0,0,0
188,6,2013-08-24,3464,347,1,0,0,0
188,2,2014-07-15,5728,425,1,1,0,0
188,4,2013-06-27,3289,331,1,0,0,0
188,4,2013-06-13,3314,316,1,0,0,0
189,7,2014-08-31,0,0,0,0,0,0
189,2,2013-12-24,5894,617,1,0,0,1
189,1,2013-04-01,0,0,0,0,b,1
189,5,2014-07-25,8507,859,1,0,0,0
189,3,2015-07-01,10169,841,1,1,0,0
189,1,2014-02-24,6578,792,1,0,0,0
189,1,2013-07-29,11305,985,1,1,0,1
189,2,2013-04-30,12510,1069,1,1,0,0
189,3,2015-07-08,7619,808,1,0,0,0
189,1,2013-03-04,12394,1078,1,1,0,0
189,7,2014-12-28,0,0,0,0,0,0
189,2,2014-06-03,10583,914,1,1,0,0
189,6,2013-10-19,6438,712,1,0,0,0
189,5,2015-05-29,9628,912,1,0,0,0
189,1,2015-02-23,6158,666,1,0,0,0
189,3,2014-11-12,9186,807,1,1,0,0
189,3,2015-04-15,9652,820,1,1,0,0
189,2,2014-01-28,6831,724,1,0,0,0
189,6,2013-12-07,7829,769,1,0,0,0
189,1,2014-08-04,11080,962,1,1,0,1
189,6,2014-11-29,8722,829,1,0,0,0
189,4,2014-12-25,0,0,0,0,c,1
189,1,2013-05-06,8453,855,1,0,0,0
189,1,2014-09-15,10752,938,1,1,0,0
189,1,2015-05-25,0,0,0,0,a,0
189,5,2013-02-08,9781,887,1,1,0,0
189,3,2013-01-09,9401,847,1,1,0,0
189,5,2014-01-10,10216,973,1,1,0,0
189,6,2013-01-05,7818,802,1,0,0,0
189,5,2013-05-03,11197,984,1,1,0,0
189,6,2015-03-14,7265,767,1,0,0,0
189,6,2014-09-06,7543,762,1,0,0,0
189,3,2015-05-06,9247,834,1,1,0,0
189,6,2013-06-08,7495,743,1,0,0,0
189,7,2013-10-20,0,0,0,0,0,0
189,1,2015-06-22,6275,684,1,0,0,0
189,2,2014-03-18,10377,896,1,1,0,0
189,6,2014-07-19,6962,673,1,0,0,0
189,5,2014-06-06,10181,982,1,1,0,0
189,2,2013-01-15,5348,571,1,0,0,0
189,2,2013-08-27,9840,893,1,1,0,0
189,7,2015-04-26,0,0,0,0,0,0
189,6,2014-01-25,7373,784,1,0,0,0
189,2,2015-03-17,8812,801,1,1,0,0
189,6,2015-02-07,6948,737,1,0,0,0
189,6,2013-03-02,8965,814,1,0,0,0
189,6,2013-08-24,6618,718,1,0,0,0
189,2,2014-07-15,9326,848,1,1,0,0
189,4,2013-06-27,7976,777,1,0,0,0
189,4,2013-06-13,7138,731,1,0,0,0
190,4,2013-06-13,5171,517,1,0,0,0
190,6,2015-04-25,6405,569,1,0,0,0
190,2,2014-04-22,6288,629,1,0,0,1
190,4,2013-04-11,5863,553,1,1,0,0
190,6,2013-06-22,5617,492,1,0,0,0
190,4,2015-05-14,0,0,0,0,a,0
190,7,2015-06-07,0,0,0,0,0,0
190,1,2015-04-13,11052,889,1,1,0,0
190,1,2014-03-10,6658,678,1,0,0,0
190,6,2013-09-14,5525,547,1,0,0,0
190,1,2015-06-22,6875,708,1,0,0,0
190,4,2013-04-04,5905,582,1,0,0,1
190,3,2013-08-07,6054,583,1,0,0,1
190,1,2013-04-29,9948,807,1,1,0,0
190,6,2013-06-08,5361,500,1,0,0,0
190,5,2014-02-28,7972,715,1,0,0,0
190,1,2014-05-19,8777,786,1,1,0,0
190,3,2013-05-01,0,0,0,1,a,0
190,2,2014-06-24,6314,616,1,0,0,0
190,6,2013-08-10,6335,548,1,0,0,0
190,3,2014-02-12,6487,630,1,0,0,0
190,2,2013-02-05,8389,709,1,1,0,0
190,7,2013-11-24,0,0,0,0,0,0
190,4,2014-04-17,8311,803,1,1,0,1
190,7,2013-06-16,0,0,0,0,0,0
190,3,2013-11-20,7731,689,1,1,0,0
190,7,2014-01-12,0,0,0,0,0,0
190,6,2014-01-25,5791,530,1,0,0,0
190,2,2013-02-26,5049,494,1,0,0,0
190,6,2015-02-07,6433,560,1,0,0,0
190,2,2013-10-15,5758,611,1,0,0,0
190,4,2013-06-27,6065,569,1,0,0,0
190,4,2015-02-26,6603,605,1,0,0,0
190,4,2015-04-02,9753,824,1,1,0,1
190,1,2014-02-10,6921,703,1,0,0,0
190,4,2013-12-26,0,0,0,0,c,1
190,3,2014-06-11,6133,586,1,0,0,1
190,2,2013-02-12,3683,356,1,0,0,1
190,7,2013-03-17,0,0,0,0,0,0
190,4,2013-03-14,6175,547,1,0,0,0
190,1,2013-12-02,11256,909,1,1,0,0
190,3,2014-01-22,7566,690,1,1,0,0
190,2,2015-05-26,8510,735,1,0,0,1
190,7,2014-04-13,0,0,0,0,0,0
190,1,2013-01-14,5592,576,1,0,0,0
190,3,2013-01-02,6927,654,1,0,0,1
190,7,2013-02-03,0,0,0,0,0,0
190,2,2015-01-13,8807,774,1,1,0,0
190,4,2013-05-30,0,0,0,1,a,1
190,5,2013-01-04,5702,564,1,0,0,1
191,4,2013-06-13,5991,711,1,0,0,0
191,6,2015-04-25,7335,718,1,0,0,0
191,2,2014-04-22,6013,714,1,0,0,1
191,4,2013-04-11,6361,681,1,1,0,0
191,6,2013-06-22,8676,785,1,0,0,0
191,4,2015-05-14,0,0,0,0,a,0
191,7,2015-06-07,0,0,0,0,0,0
191,1,2015-04-13,9120,842,1,1,0,0
191,1,2014-03-10,6406,722,1,0,0,0
191,6,2013-09-14,6997,728,1,0,0,0
191,1,2015-06-22,6291,710,1,0,0,0
191,4,2013-04-04,6514,702,1,0,0,1
191,3,2013-08-07,5573,636,1,0,0,1
191,1,2013-04-29,9896,921,1,1,0,0
191,6,2013-06-08,7930,835,1,0,0,0
191,5,2014-02-28,6346,694,1,0,0,0
191,1,2014-05-19,7460,793,1,1,0,0
191,3,2013-05-01,0,0,0,1,a,0
191,2,2014-06-24,4765,596,1,0,0,0
191,6,2013-08-10,7119,694,1,0,0,0
191,3,2014-02-12,4860,584,1,0,0,0
191,2,2013-02-05,7310,722,1,1,0,0
191,7,2013-11-24,0,0,0,0,0,0
191,4,2014-04-17,8552,876,1,1,0,1
191,7,2013-06-16,0,0,0,0,0,0
191,3,2013-11-20,6352,678,1,1,0,0
191,7,2014-01-12,0,0,0,0,0,0
191,6,2014-01-25,6928,651,1,0,0,0
191,2,2013-02-26,5039,517,1,0,0,0
191,6,2015-02-07,7570,692,1,0,0,0
191,2,2013-10-15,5347,583,1,0,0,0
191,4,2013-06-27,5334,601,1,0,0,0
191,4,2015-02-26,5796,621,1,0,0,0
191,4,2015-04-02,8796,812,1,1,0,1
191,1,2014-02-10,5029,629,1,0,0,0
191,4,2013-12-26,0,0,0,0,c,1
191,3,2014-06-11,5129,614,1,0,0,1
191,2,2013-02-12,4492,519,1,0,0,1
191,7,2013-03-17,0,0,0,0,0,0
191,4,2013-03-14,5587,632,1,0,0,0
191,1,2013-12-02,8392,830,1,1,0,0
191,3,2014-01-22,6764,694,1,1,0,0
191,2,2015-05-26,6719,709,1,0,0,1
191,7,2014-04-13,0,0,0,0,0,0
191,1,2013-01-14,6368,698,1,0,0,0
191,3,2013-01-02,6674,696,1,0,0,1
191,7,2013-02-03,0,0,0,0,0,0
191,2,2015-01-13,7088,732,1,1,0,0
191,4,2013-05-30,0,0,0,1,a,1
191,5,2013-01-04,5947,617,1,0,0,1
192,4,2013-06-13,4335,382,1,0,0,0
192,6,2015-04-25,15007,1057,1,0,0,0
192,2,2014-04-22,6967,558,1,0,0,1
192,4,2013-04-11,6947,578,1,1,0,0
192,6,2013-06-22,9309,684,1,0,0,0
192,4,2015-05-14,0,0,0,0,a,0
192,7,2015-06-07,0,0,0,0,0,0
192,1,2015-04-13,16384,1062,1,1,0,0
192,1,2014-03-10,5929,496,1,0,0,0
192,6,2013-09-14,8317,697,1,0,0,0
192,1,2015-06-22,10511,776,1,0,0,0
192,4,2013-04-04,4953,384,1,0,0,1
192,3,2013-08-07,6639,475,1,0,0,1
192,1,2013-04-29,7718,554,1,1,0,0
192,6,2013-06-08,7654,637,1,0,0,0
192,5,2014-02-28,8051,612,1,0,0,0
192,1,2014-05-19,8734,668,1,1,0,0
192,3,2013-05-01,0,0,0,1,a,0
192,2,2014-06-24,7099,569,1,0,0,0
192,6,2013-08-10,9727,696,1,0,0,0
192,3,2014-02-12,5591,444,1,0,0,0
192,2,2013-02-05,6848,421,1,1,0,0
192,7,2013-11-24,0,0,0,0,0,0
192,4,2014-04-17,10677,849,1,1,0,1
192,7,2013-06-16,0,0,0,0,0,0
192,3,2013-11-20,7639,501,1,1,0,0
192,7,2014-01-12,0,0,0,0,0,0
192,6,2014-01-25,9292,721,1,0,0,0
192,2,2013-02-26,3073,245,1,0,0,0
192,6,2015-02-07,15847,1109,1,0,0,0
192,2,2013-10-15,5491,456,1,0,0,0
192,4,2013-06-27,5271,446,1,0,0,0
192,4,2015-02-26,8898,671,1,0,0,0
192,4,2015-04-02,16370,1089,1,1,0,1
192,1,2014-02-10,6212,540,1,0,0,0
192,4,2013-12-26,0,0,0,0,c,1
192,3,2014-06-11,7134,555,1,0,0,1
192,2,2013-02-12,2671,218,1,0,0,1
192,7,2013-03-17,0,0,0,0,0,0
192,4,2013-03-14,4485,332,1,0,0,0
192,1,2013-12-02,10314,700,1,1,0,0
192,3,2014-01-22,8263,587,1,1,0,0
192,2,2015-05-26,12799,879,1,0,0,1
192,7,2014-04-13,0,0,0,0,0,0
192,1,2013-01-14,3934,323,1,0,0,0
192,3,2013-01-02,4893,350,1,0,0,1
192,7,2013-02-03,0,0,0,0,0,0
192,2,2015-01-13,13376,892,1,1,0,0
192,4,2013-05-30,0,0,0,1,a,1
192,5,2013-01-04,4355,321,1,0,0,1
193,7,2014-08-31,0,0,0,0,0,0
193,2,2013-12-24,3115,528,1,0,0,1
193,1,2013-04-01,0,0,0,0,b,1
193,5,2014-07-25,3787,631,1,0,0,0
193,3,2015-07-01,7989,988,1,1,0,0
193,1,2014-02-24,3801,679,1,0,0,0
193,1,2013-07-29,7802,932,1,1,0,1
193,2,2013-04-30,7976,1051,1,1,0,0
193,3,2015-07-08,4831,743,1,0,0,0
193,1,2013-03-04,9389,1139,1,1,0,0
193,7,2014-12-28,0,0,0,0,0,0
193,2,2014-06-03,7192,875,1,1,0,0
193,6,2013-10-19,3672,646,1,0,0,0
193,5,2015-05-29,4689,678,1,0,0,1
193,1,2015-02-23,3551,574,1,0,0,0
193,3,2014-11-12,6112,888,1,1,0,0
193,3,2015-04-15,6831,973,1,1,0,0
193,2,2014-01-28,3624,603,1,0,0,0
193,6,2013-12-07,4778,744,1,0,0,0
193,1,2014-08-04,8886,1074,1,1,0,1
193,6,2014-11-29,4920,714,1,0,0,0
193,4,2014-12-25,0,0,0,0,c,1
193,1,2013-05-06,4662,744,1,0,0,0
193,1,2014-09-15,6857,918,1,1,0,0
193,1,2015-05-25,0,0,0,0,a,0
193,5,2013-02-08,5049,705,1,1,0,0
193,3,2013-01-09,7301,1034,1,1,0,0
193,5,2014-01-10,5234,776,1,1,0,0
193,6,2013-01-05,3873,576,1,0,0,0
193,5,2013-05-03,5642,787,1,1,0,0
193,6,2015-03-14,4560,713,1,0,0,0
193,6,2014-09-06,3564,602,1,0,0,0
193,3,2015-05-06,6548,917,1,1,0,0
193,6,2013-06-08,4644,923,1,0,0,0
193,7,2013-10-20,0,0,0,0,0,0
193,1,2015-06-22,3756,587,1,0,0,0
193,2,2014-03-18,6033,872,1,1,0,0
193,6,2014-07-19,3840,622,1,0,0,0
193,5,2014-06-06,5721,860,1,1,0,0
193,2,2013-01-15,3798,631,1,0,0,0
193,2,2013-08-27,6742,866,1,1,0,1
193,7,2015-04-26,0,0,0,0,0,0
193,6,2014-01-25,4060,652,1,0,0,0
193,2,2015-03-17,6535,892,1,1,0,0
193,6,2015-02-07,4252,647,1,0,0,0
193,6,2013-03-02,5508,821,1,0,0,0
193,6,2013-08-24,3433,609,1,0,0,0
193,2,2014-07-15,7083,965,1,1,0,0
193,4,2013-06-27,4351,710,1,0,0,0
193,4,2013-06-13,3713,725,1,0,0,0
194,7,2014-08-31,0,0,0,0,0,0
194,2,2013-12-24,4402,419,1,0,0,1
194,1,2013-04-01,0,0,0,0,b,1
194,5,2014-07-25,4210,410,1,0,0,0
194,3,2015-07-01,6275,471,1,1,0,0
194,1,2014-02-24,3993,394,1,0,0,0
194,1,2013-07-29,6484,454,1,1,0,1
194,2,2013-04-30,6172,495,1,1,0,0
194,3,2015-07-08,4831,388,1,0,0,0
194,1,2013-03-04,5890,488,1,1,0,0
194,7,2014-12-28,0,0,0,0,0,0
194,2,2014-06-03,5245,425,1,1,0,0
194,6,2013-10-19,4336,375,1,0,0,0
194,5,2015-05-29,5242,458,1,0,0,1
194,1,2015-02-23,3999,352,1,0,0,0
194,3,2014-11-12,4862,380,1,1,0,0
194,3,2015-04-15,4826,405,1,1,0,0
194,2,2014-01-28,3001,302,1,0,0,0
194,6,2013-12-07,3921,385,1,0,0,0
194,1,2014-08-04,6040,464,1,1,0,1
194,6,2014-11-29,5908,539,1,0,0,0
194,4,2014-12-25,0,0,0,0,c,1
194,1,2013-05-06,4164,379,1,0,0,0
194,1,2014-09-15,7174,605,1,1,0,0
194,1,2015-05-25,0,0,0,0,a,0
194,5,2013-02-08,4689,389,1,1,0,0
194,3,2013-01-09,4403,399,1,1,0,0
194,5,2014-01-10,5931,481,1,1,0,0
194,6,2013-01-05,4292,408,1,0,0,0
194,5,2013-05-03,5117,457,1,1,0,0
194,6,2015-03-14,5421,473,1,0,0,0
194,6,2014-09-06,4603,404,1,0,0,0
194,3,2015-05-06,5240,416,1,1,0,0
194,6,2013-06-08,3771,342,1,0,0,0
194,7,2013-10-20,0,0,0,0,0,0
194,1,2015-06-22,3874,379,1,0,0,0
194,2,2014-03-18,4839,410,1,1,0,0
194,6,2014-07-19,4431,407,1,0,0,0
194,5,2014-06-06,5522,481,1,1,0,0
194,2,2013-01-15,2955,332,1,0,0,0
194,2,2013-08-27,5466,405,1,1,0,1
194,7,2015-04-26,0,0,0,0,0,0
194,6,2014-01-25,4318,421,1,0,0,0
194,2,2015-03-17,5159,422,1,1,0,0
194,6,2015-02-07,5044,435,1,0,0,0
194,6,2013-03-02,4498,393,1,0,0,0
194,6,2013-08-24,3822,349,1,0,0,0
194,2,2014-07-15,5486,410,1,1,0,0
194,4,2013-06-27,3620,378,1,0,0,0
194,4,2013-06-13,3404,342,1,0,0,0
195,7,2014-08-31,0,0,0,0,0,0
195,2,2013-12-24,5964,817,1,0,0,1
195,1,2013-04-01,0,0,0,0,b,1
195,5,2014-07-25,8857,1107,1,0,0,1
195,3,2015-07-01,12798,1298,1,1,0,1
195,1,2014-02-24,9136,1297,1,0,0,0
195,1,2013-07-29,15885,1676,1,1,0,1
195,2,2013-04-30,15691,1736,1,1,0,0
195,3,2015-07-08,9261,1045,1,0,0,1
195,1,2013-03-04,15992,1758,1,1,0,0
195,7,2014-12-28,0,0,0,0,0,0
195,2,2014-06-03,13040,1486,1,1,0,0
195,6,2013-10-19,9557,1205,1,0,0,0
195,5,2015-05-29,11255,1306,1,0,0,0
195,1,2015-02-23,8987,1185,1,0,0,0
195,3,2014-11-12,10348,1228,1,1,0,0
195,3,2015-04-15,10579,1289,1,1,0,0
195,2,2014-01-28,7714,1078,1,0,0,0
195,6,2013-12-07,10850,1343,1,0,0,0
195,1,2014-08-04,13265,1480,1,1,0,1
195,6,2014-11-29,13982,1553,1,0,0,0
195,4,2014-12-25,0,0,0,0,c,1
195,1,2013-05-06,9563,1244,1,0,0,0
195,1,2014-09-15,12978,1494,1,1,0,0
195,1,2015-05-25,0,0,0,0,a,0
195,5,2013-02-08,11710,1483,1,1,0,0
195,3,2013-01-09,10629,1242,1,1,0,0
195,5,2014-01-10,11262,1348,1,1,0,0
195,6,2013-01-05,10502,1331,1,0,0,0
195,5,2013-05-03,12617,1540,1,1,0,0
195,6,2015-03-14,10957,1312,1,0,0,0
195,6,2014-09-06,10284,1298,1,0,0,0
195,3,2015-05-06,12694,1424,1,1,0,0
195,6,2013-06-08,9537,1198,1,0,0,0
195,7,2013-10-20,0,0,0,0,0,0
195,1,2015-06-22,9235,1118,1,0,0,0
195,2,2014-03-18,11404,1348,1,1,0,0
195,6,2014-07-19,8882,1079,1,0,0,0
195,5,2014-06-06,12632,1474,1,1,0,0
195,2,2013-01-15,6411,939,1,0,0,0
195,2,2013-08-27,11070,1281,1,1,0,1
195,7,2015-04-26,0,0,0,0,0,0
195,6,2014-01-25,9782,1299,1,0,0,0
195,2,2015-03-17,13008,1520,1,1,0,0
195,6,2015-02-07,10587,1272,1,0,0,0
195,6,2013-03-02,12128,1451,1,0,0,0
195,6,2013-08-24,8214,1006,1,0,0,0
195,2,2014-07-15,12683,1359,1,1,0,1
195,4,2013-06-27,7166,1017,1,0,0,0
195,4,2013-06-13,7406,984,1,0,0,0
196,7,2014-08-31,0,0,0,0,0,0
196,2,2013-12-24,3414,471,1,0,0,1
196,1,2013-04-01,0,0,0,0,b,1
196,5,2014-07-25,4395,623,1,0,0,1
196,3,2015-07-01,5705,737,1,1,0,0
196,1,2014-02-24,4189,643,1,0,0,0
196,1,2013-07-29,7828,907,1,1,0,1
196,2,2013-04-30,8219,968,1,1,0,0
196,3,2015-07-08,4703,697,1,0,0,0
196,1,2013-03-04,7957,960,1,1,0,0
196,7,2014-12-28,0,0,0,0,0,0
196,2,2014-06-03,6728,833,1,1,0,0
196,6,2013-10-19,3508,530,1,0,0,0
196,5,2015-05-29,6315,778,1,0,0,0
196,1,2015-02-23,4307,646,1,0,0,0
196,3,2014-11-12,5480,660,1,1,0,0
196,3,2015-04-15,5798,710,1,1,0,0
196,2,2014-01-28,4102,623,1,0,0,0
196,6,2013-12-07,4126,565,1,0,0,0
196,1,2014-08-04,7380,812,1,1,0,1
196,6,2014-11-29,5066,685,1,0,0,0
196,4,2014-12-25,0,0,0,0,c,1
196,1,2013-05-06,5030,753,1,0,0,0
196,1,2014-09-15,7406,885,1,1,0,0
196,1,2015-05-25,0,0,0,0,a,0
196,5,2013-02-08,5387,761,1,1,0,0
196,3,2013-01-09,5604,738,1,1,0,0
196,5,2014-01-10,6116,786,1,1,0,0
196,6,2013-01-05,3124,506,1,0,0,0
196,5,2013-05-03,6379,848,1,1,0,0
196,6,2015-03-14,3570,485,1,0,0,0
196,6,2014-09-06,4182,606,1,0,0,0
196,3,2015-05-06,6754,798,1,1,0,0
196,6,2013-06-08,3563,521,1,0,0,0
196,7,2013-10-20,0,0,0,0,0,0
196,1,2015-06-22,4754,669,1,0,0,0
196,2,2014-03-18,5817,719,1,1,0,0
196,6,2014-07-19,3504,467,1,0,0,0
196,5,2014-06-06,5954,785,1,1,0,0
196,2,2013-01-15,3667,590,1,0,0,0
196,2,2013-08-27,5281,713,1,1,0,0
196,7,2015-04-26,0,0,0,0,0,0
196,6,2014-01-25,3269,511,1,0,0,0
196,2,2015-03-17,5945,734,1,1,0,0
196,6,2015-02-07,3596,549,1,0,0,0
196,6,2013-03-02,3379,531,1,0,0,0
196,6,2013-08-24,2871,448,1,0,0,0
196,2,2014-07-15,6134,758,1,1,0,0
196,4,2013-06-27,4208,619,1,0,0,0
196,4,2013-06-13,4068,645,1,0,0,0
197,7,2014-08-31,0,0,0,0,0,0
197,2,2013-12-24,5448,673,1,0,0,1
197,1,2013-04-01,0,0,0,0,b,0
197,5,2014-07-25,5065,707,1,0,0,1
197,3,2015-07-01,8646,965,1,1,0,0
197,1,2014-02-24,5222,737,1,0,0,0
197,1,2013-07-29,10307,1077,1,1,0,1
197,2,2013-04-30,10671,1172,1,1,0,0
197,3,2015-07-08,5945,811,1,0,0,0
197,1,2013-03-04,11212,1162,1,1,0,1
197,7,2014-12-28,0,0,0,0,0,0
197,2,2014-06-03,8249,894,1,1,0,0
197,6,2013-10-19,5118,672,1,0,0,0
197,5,2015-05-29,9264,926,1,0,0,0
197,1,2015-02-23,5145,694,1,0,0,0
197,3,2014-11-12,7166,844,1,1,0,0
197,3,2015-04-15,7440,836,1,1,0,0
197,2,2014-01-28,4696,705,1,0,0,0
197,6,2013-12-07,7294,867,1,0,0,0
197,1,2014-08-04,7768,911,1,1,0,1
197,6,2014-11-29,8101,955,1,0,0,0
197,4,2014-12-25,0,0,0,0,c,1
197,1,2013-05-06,5594,741,1,0,0,1
197,1,2014-09-15,7655,906,1,1,0,0
197,1,2015-05-25,0,0,0,0,a,0
197,5,2013-02-08,8625,1011,1,1,0,0
